,음식,label,구간
455,"('무밥', '냉이된장국', '청포묵무침')",108,6
456,"('무밥', '냉이된장국', '깻잎나물볶음')",100,9
457,"('무밥', '냉이된장국', '표고버섯볶음')",111,6
458,"('무밥', '냉이된장국', '버섯구이')",106,2
459,"('무밥', '냉이된장국', '새송이버섯구이')",107,3
460,"('무밥', '냉이된장국', '가지나물무침')",98,1
461,"('무밥', '냉이된장국', '고사리나물무침')",99,2
462,"('무밥', '메밀묵국', '도토리묵말이')",118,17
463,"('무밥', '메밀묵국', '콩나물무침')",124,2
464,"('무밥', '메밀묵국', '취나물')",123,4
465,"('무밥', '메밀묵국', '미나리나물')",119,2
466,"('무밥', '메밀묵국', '달래나물무침')",115,6
467,"('무밥', '메밀묵국', '더덕무침')",116,9
468,"('무밥', '메밀묵국', '도토리묵')",117,2
469,"('무밥', '메밀묵국', '청포묵무침')",122,6
470,"('무밥', '메밀묵국', '깻잎나물볶음')",114,9
471,"('무밥', '메밀묵국', '표고버섯볶음')",125,6
472,"('무밥', '메밀묵국', '버섯구이')",120,2
473,"('무밥', '메밀묵국', '새송이버섯구이')",121,3
474,"('무밥', '메밀묵국', '가지나물무침')",112,1
475,"('무밥', '메밀묵국', '고사리나물무침')",113,2
476,"('무밥', '미역국', '도토리묵말이')",160,17
477,"('무밥', '미역국', '콩나물무침')",166,1
478,"('무밥', '미역국', '취나물')",165,2
479,"('무밥', '미역국', '미나리나물')",161,1
480,"('무밥', '미역국', '달래나물무침')",157,4
481,"('무밥', '미역국', '더덕무침')",158,7
482,"('무밥', '미역국', '도토리묵')",159,1
483,"('무밥', '미역국', '청포묵무침')",164,4
484,"('무밥', '미역국', '깻잎나물볶음')",156,7
485,"('무밥', '미역국', '표고버섯볶음')",167,4
486,"('무밥', '미역국', '버섯구이')",162,1
487,"('무밥', '미역국', '새송이버섯구이')",163,2
488,"('무밥', '미역국', '가지나물무침')",154,1
489,"('무밥', '미역국', '고사리나물무침')",155,1
490,"('보리밥', '무된장국', '도토리묵말이')",230,19
491,"('보리밥', '무된장국', '콩나물무침')",236,4
492,"('보리밥', '무된장국', '취나물')",235,6
493,"('보리밥', '무된장국', '미나리나물')",231,4
494,"('보리밥', '무된장국', '달래나물무침')",227,9
495,"('보리밥', '무된장국', '더덕무침')",228,13
496,"('보리밥', '무된장국', '도토리묵')",229,5
497,"('보리밥', '무된장국', '청포묵무침')",234,9
498,"('보리밥', '무된장국', '깻잎나물볶음')",226,12
499,"('보리밥', '무된장국', '표고버섯볶음')",237,9
500,"('보리밥', '무된장국', '버섯구이')",232,5
501,"('보리밥', '무된장국', '새송이버섯구이')",233,6
502,"('보리밥', '무된장국', '가지나물무침')",224,4
503,"('보리밥', '무된장국', '고사리나물무침')",225,5
504,"('보리밥', '미소된장국', '도토리묵말이')",244,18
505,"('보리밥', '미소된장국', '콩나물무침')",250,2
506,"('보리밥', '미소된장국', '취나물')",249,4
507,"('보리밥', '미소된장국', '미나리나물')",245,2
508,"('보리밥', '미소된장국', '달래나물무침')",241,6
509,"('보리밥', '미소된장국', '더덕무침')",242,9
510,"('보리밥', '미소된장국', '도토리묵')",243,3
511,"('보리밥', '미소된장국', '청포묵무침')",248,7
512,"('보리밥', '미소된장국', '깻잎나물볶음')",240,9
513,"('보리밥', '미소된장국', '표고버섯볶음')",251,6
514,"('보리밥', '미소된장국', '버섯구이')",246,3
515,"('보리밥', '미소된장국', '새송이버섯구이')",247,4
516,"('보리밥', '미소된장국', '가지나물무침')",238,2
517,"('보리밥', '미소된장국', '고사리나물무침')",239,3
518,"('보리밥', '시래기된장국', '도토리묵말이')",272,19
519,"('보리밥', '시래기된장국', '콩나물무침')",278,4
520,"('보리밥', '시래기된장국', '취나물')",277,6
521,"('보리밥', '시래기된장국', '미나리나물')",273,4
522,"('보리밥', '시래기된장국', '달래나물무침')",269,8
523,"('보리밥', '시래기된장국', '더덕무침')",270,12
524,"('보리밥', '시래기된장국', '도토리묵')",271,4
525,"('보리밥', '시래기된장국', '청포묵무침')",276,9
526,"('보리밥', '시래기된장국', '깻잎나물볶음')",268,12
527,"('보리밥', '시래기된장국', '표고버섯볶음')",279,9
528,"('보리밥', '시래기된장국', '버섯구이')",274,4
529,"('보리밥', '시래기된장국', '새송이버섯구이')",275,5
530,"('보리밥', '시래기된장국', '가지나물무침')",266,4
531,"('보리밥', '시래기된장국', '고사리나물무침')",267,4
532,"('보리밥', '초당순두부', '도토리묵말이')",286,21
533,"('보리밥', '초당순두부', '콩나물무침')",292,19
534,"('보리밥', '초당순두부', '취나물')",291,19
535,"('보리밥', '초당순두부', '미나리나물')",287,19
536,"('보리밥', '초당순두부', '달래나물무침')",283,20
537,"('보리밥', '초당순두부', '더덕무침')",284,20
538,"('보리밥', '초당순두부', '도토리묵')",285,19
539,"('보리밥', '초당순두부', '청포묵무침')",290,20
540,"('보리밥', '초당순두부', '깻잎나물볶음')",282,20
541,"('보리밥', '초당순두부', '표고버섯볶음')",293,20
542,"('보리밥', '초당순두부', '버섯구이')",288,19
543,"('보리밥', '초당순두부', '새송이버섯구이')",289,19
544,"('보리밥', '초당순두부', '가지나물무침')",280,18
545,"('보리밥', '초당순두부', '고사리나물무침')",281,19
546,"('보리밥', '냉이된장국', '도토리묵말이')",202,18
547,"('보리밥', '냉이된장국', '콩나물무침')",208,4
548,"('보리밥', '냉이된장국', '취나물')",207,5
549,"('보리밥', '냉이된장국', '미나리나물')",203,4
550,"('보리밥', '냉이된장국', '달래나물무침')",199,8
551,"('보리밥', '냉이된장국', '더덕무침')",200,11
552,"('보리밥', '냉이된장국', '도토리묵')",201,4
553,"('보리밥', '냉이된장국', '청포묵무침')",206,8
554,"('보리밥', '냉이된장국', '깻잎나물볶음')",198,11
555,"('보리밥', '냉이된장국', '표고버섯볶음')",209,8
556,"('보리밥', '냉이된장국', '버섯구이')",204,4
557,"('보리밥', '냉이된장국', '새송이버섯구이')",205,5
558,"('보리밥', '냉이된장국', '가지나물무침')",196,4
559,"('보리밥', '냉이된장국', '고사리나물무침')",197,4
560,"('보리밥', '메밀묵국', '도토리묵말이')",216,19
561,"('보리밥', '메밀묵국', '콩나물무침')",222,4
562,"('보리밥', '메밀묵국', '취나물')",221,5
563,"('보리밥', '메밀묵국', '미나리나물')",217,4
564,"('보리밥', '메밀묵국', '달래나물무침')",213,8
565,"('보리밥', '메밀묵국', '더덕무침')",214,12
566,"('보리밥', '메밀묵국', '도토리묵')",215,4
567,"('보리밥', '메밀묵국', '청포묵무침')",220,8
568,"('보리밥', '메밀묵국', '깻잎나물볶음')",212,11
569,"('보리밥', '메밀묵국', '표고버섯볶음')",223,8
570,"('보리밥', '메밀묵국', '버섯구이')",218,4
571,"('보리밥', '메밀묵국', '새송이버섯구이')",219,5
572,"('보리밥', '메밀묵국', '가지나물무침')",210,4
573,"('보리밥', '메밀묵국', '고사리나물무침')",211,4
574,"('보리밥', '미역국', '도토리묵말이')",258,18
575,"('보리밥', '미역국', '콩나물무침')",264,3
576,"('보리밥', '미역국', '취나물')",263,4
577,"('보리밥', '미역국', '미나리나물')",259,2
578,"('보리밥', '미역국', '달래나물무침')",255,6
579,"('보리밥', '미역국', '더덕무침')",256,10
580,"('보리밥', '미역국', '도토리묵')",257,3
581,"('보리밥', '미역국', '청포묵무침')",262,7
582,"('보리밥', '미역국', '깻잎나물볶음')",254,9
583,"('보리밥', '미역국', '표고버섯볶음')",265,7
584,"('보리밥', '미역국', '버섯구이')",260,3
585,"('보리밥', '미역국', '새송이버섯구이')",261,4
586,"('보리밥', '미역국', '가지나물무침')",252,2
587,"('보리밥', '미역국', '고사리나물무침')",253,3
588,"('곤드레나물밥', '무된장국', '도토리묵말이')",34,21
589,"('곤드레나물밥', '무된장국', '콩나물무침')",40,14
590,"('곤드레나물밥', '무된장국', '취나물')",39,14
591,"('곤드레나물밥', '무된장국', '미나리나물')",35,13
592,"('곤드레나물밥', '무된장국', '달래나물무침')",31,16
593,"('곤드레나물밥', '무된장국', '더덕무침')",32,18
594,"('곤드레나물밥', '무된장국', '도토리묵')",33,14
595,"('곤드레나물밥', '무된장국', '청포묵무침')",38,17
596,"('곤드레나물밥', '무된장국', '깻잎나물볶음')",30,18
597,"('곤드레나물밥', '무된장국', '표고버섯볶음')",41,17
598,"('곤드레나물밥', '무된장국', '버섯구이')",36,14
599,"('곤드레나물밥', '무된장국', '새송이버섯구이')",37,14
600,"('곤드레나물밥', '무된장국', '가지나물무침')",28,13
601,"('곤드레나물밥', '무된장국', '고사리나물무침')",29,14
602,"('곤드레나물밥', '미소된장국', '도토리묵말이')",48,20
603,"('곤드레나물밥', '미소된장국', '콩나물무침')",54,10
604,"('곤드레나물밥', '미소된장국', '취나물')",53,12
605,"('곤드레나물밥', '미소된장국', '미나리나물')",49,10
606,"('곤드레나물밥', '미소된장국', '달래나물무침')",45,14
607,"('곤드레나물밥', '미소된장국', '더덕무침')",46,17
608,"('곤드레나물밥', '미소된장국', '도토리묵')",47,11
609,"('곤드레나물밥', '미소된장국', '청포묵무침')",52,15
610,"('곤드레나물밥', '미소된장국', '깻잎나물볶음')",44,16
611,"('곤드레나물밥', '미소된장국', '표고버섯볶음')",55,15
612,"('곤드레나물밥', '미소된장국', '버섯구이')",50,10
613,"('곤드레나물밥', '미소된장국', '새송이버섯구이')",51,12
614,"('곤드레나물밥', '미소된장국', '가지나물무침')",42,10
615,"('곤드레나물밥', '미소된장국', '고사리나물무침')",43,11
616,"('곤드레나물밥', '시래기된장국', '도토리묵말이')",76,21
617,"('곤드레나물밥', '시래기된장국', '콩나물무침')",82,13
618,"('곤드레나물밥', '시래기된장국', '취나물')",81,14
619,"('곤드레나물밥', '시래기된장국', '미나리나물')",77,13
620,"('곤드레나물밥', '시래기된장국', '달래나물무침')",73,16
621,"('곤드레나물밥', '시래기된장국', '더덕무침')",74,18
622,"('곤드레나물밥', '시래기된장국', '도토리묵')",75,14
623,"('곤드레나물밥', '시래기된장국', '청포묵무침')",80,17
624,"('곤드레나물밥', '시래기된장국', '깻잎나물볶음')",72,18
625,"('곤드레나물밥', '시래기된장국', '표고버섯볶음')",83,16
626,"('곤드레나물밥', '시래기된장국', '버섯구이')",78,14
627,"('곤드레나물밥', '시래기된장국', '새송이버섯구이')",79,14
628,"('곤드레나물밥', '시래기된장국', '가지나물무침')",70,12
629,"('곤드레나물밥', '시래기된장국', '고사리나물무침')",71,14
630,"('곤드레나물밥', '초당순두부', '도토리묵말이')",90,21
631,"('곤드레나물밥', '초당순두부', '콩나물무침')",96,20
632,"('곤드레나물밥', '초당순두부', '취나물')",95,21
633,"('곤드레나물밥', '초당순두부', '미나리나물')",91,20
634,"('곤드레나물밥', '초당순두부', '달래나물무침')",87,21
635,"('곤드레나물밥', '초당순두부', '더덕무침')",88,21
636,"('곤드레나물밥', '초당순두부', '도토리묵')",89,21
637,"('곤드레나물밥', '초당순두부', '청포묵무침')",94,21
638,"('곤드레나물밥', '초당순두부', '깻잎나물볶음')",86,21
639,"('곤드레나물밥', '초당순두부', '표고버섯볶음')",97,21
640,"('곤드레나물밥', '초당순두부', '버섯구이')",92,21
641,"('곤드레나물밥', '초당순두부', '새송이버섯구이')",93,21
642,"('곤드레나물밥', '초당순두부', '가지나물무침')",84,20
643,"('곤드레나물밥', '초당순두부', '고사리나물무침')",85,21
644,"('곤드레나물밥', '냉이된장국', '도토리묵말이')",6,20
645,"('곤드레나물밥', '냉이된장국', '콩나물무침')",12,13
646,"('곤드레나물밥', '냉이된장국', '취나물')",11,14
647,"('곤드레나물밥', '냉이된장국', '미나리나물')",7,12
648,"('곤드레나물밥', '냉이된장국', '달래나물무침')",3,15
649,"('곤드레나물밥', '냉이된장국', '더덕무침')",4,18
650,"('곤드레나물밥', '냉이된장국', '도토리묵')",5,13
651,"('곤드레나물밥', '냉이된장국', '청포묵무침')",10,16
652,"('곤드레나물밥', '냉이된장국', '깻잎나물볶음')",2,17
653,"('곤드레나물밥', '냉이된장국', '표고버섯볶음')",13,16
654,"('곤드레나물밥', '냉이된장국', '버섯구이')",8,13
655,"('곤드레나물밥', '냉이된장국', '새송이버섯구이')",9,14
656,"('곤드레나물밥', '냉이된장국', '가지나물무침')",0,12
657,"('곤드레나물밥', '냉이된장국', '고사리나물무침')",1,13
658,"('곤드레나물밥', '메밀묵국', '도토리묵말이')",20,20
659,"('곤드레나물밥', '메밀묵국', '콩나물무침')",26,13
660,"('곤드레나물밥', '메밀묵국', '취나물')",25,14
661,"('곤드레나물밥', '메밀묵국', '미나리나물')",21,12
662,"('곤드레나물밥', '메밀묵국', '달래나물무침')",17,15
663,"('곤드레나물밥', '메밀묵국', '더덕무침')",18,18
664,"('곤드레나물밥', '메밀묵국', '도토리묵')",19,13
665,"('곤드레나물밥', '메밀묵국', '청포묵무침')",24,16
666,"('곤드레나물밥', '메밀묵국', '깻잎나물볶음')",16,17
667,"('곤드레나물밥', '메밀묵국', '표고버섯볶음')",27,16
668,"('곤드레나물밥', '메밀묵국', '버섯구이')",22,13
669,"('곤드레나물밥', '메밀묵국', '새송이버섯구이')",23,14
670,"('곤드레나물밥', '메밀묵국', '가지나물무침')",14,12
671,"('곤드레나물밥', '메밀묵국', '고사리나물무침')",15,13
672,"('곤드레나물밥', '미역국', '도토리묵말이')",62,20
673,"('곤드레나물밥', '미역국', '콩나물무침')",68,11
674,"('곤드레나물밥', '미역국', '취나물')",67,13
675,"('곤드레나물밥', '미역국', '미나리나물')",63,10
676,"('곤드레나물밥', '미역국', '달래나물무침')",59,15
677,"('곤드레나물밥', '미역국', '더덕무침')",60,17
678,"('곤드레나물밥', '미역국', '도토리묵')",61,11
679,"('곤드레나물밥', '미역국', '청포묵무침')",66,15
680,"('곤드레나물밥', '미역국', '깻잎나물볶음')",58,17
681,"('곤드레나물밥', '미역국', '표고버섯볶음')",69,15
682,"('곤드레나물밥', '미역국', '버섯구이')",64,11
683,"('곤드레나물밥', '미역국', '새송이버섯구이')",65,12
684,"('곤드레나물밥', '미역국', '가지나물무침')",56,10
685,"('곤드레나물밥', '미역국', '고사리나물무침')",57,11
