,음식,label,구간
376,"('도토리묵밥(반공기)', '홍합우거지국', '계란프라이')",1523,11
377,"('도토리묵밥(반공기)', '홍합우거지국', '계란찜')",1522,22
378,"('도토리묵밥(반공기)', '홍합우거지국', '계란햄말이')",1524,15
379,"('도토리묵밥(반공기)', '홍합우거지국', '쇠고기장조림')",1530,15
380,"('도토리묵밥(반공기)', '김치콩나물국', '콩나물무침')",1396,4
381,"('도토리묵밥(반공기)', '김치콩나물국', '고사리나물')",1385,6
382,"('도토리묵밥(반공기)', '김치콩나물국', '버섯볶음')",1389,10
383,"('도토리묵밥(반공기)', '김치콩나물국', '진미채볶음')",1394,15
384,"('도토리묵밥(반공기)', '김치콩나물국', '낚지볶음')",1388,19
385,"('도토리묵밥(반공기)', '김치콩나물국', '김치참치볶음')",1387,6
386,"('도토리묵밥(반공기)', '김치콩나물국', '갈치구이')",1380,20
387,"('도토리묵밥(반공기)', '김치콩나물국', '조기구이')",1393,10
388,"('도토리묵밥(반공기)', '김치콩나물국', '잔멸치볶음')",1392,7
389,"('도토리묵밥(반공기)', '김치콩나물국', '감자채볶음')",1381,9
390,"('도토리묵밥(반공기)', '김치콩나물국', '애호박볶음')",1391,10
391,"('도토리묵밥(반공기)', '김치콩나물국', '골뱅이무침')",1386,12
392,"('도토리묵밥(반공기)', '김치콩나물국', '홍합무침')",1398,11
393,"('도토리묵밥(반공기)', '김치콩나물국', '코다리찜')",1395,14
394,"('도토리묵밥(반공기)', '김치콩나물국', '콩나물찜')",1397,20
395,"('도토리묵밥(반공기)', '김치콩나물국', '훈제닭가슴살')",1399,13
396,"('도토리묵밥(반공기)', '김치콩나물국', '계란프라이')",1383,10
397,"('도토리묵밥(반공기)', '김치콩나물국', '계란찜')",1382,21
398,"('도토리묵밥(반공기)', '김치콩나물국', '계란햄말이')",1384,14
399,"('도토리묵밥(반공기)', '김치콩나물국', '쇠고기장조림')",1390,14
400,"('도토리묵밥(반공기)', '김치수제비국', '콩나물무침')",1376,9
401,"('도토리묵밥(반공기)', '김치수제비국', '고사리나물')",1365,10
402,"('도토리묵밥(반공기)', '김치수제비국', '버섯볶음')",1369,15
403,"('도토리묵밥(반공기)', '김치수제비국', '진미채볶음')",1374,19
404,"('도토리묵밥(반공기)', '김치수제비국', '낚지볶음')",1368,24
405,"('도토리묵밥(반공기)', '김치수제비국', '김치참치볶음')",1367,10
406,"('도토리묵밥(반공기)', '김치수제비국', '갈치구이')",1360,24
407,"('도토리묵밥(반공기)', '김치수제비국', '조기구이')",1373,15
408,"('도토리묵밥(반공기)', '김치수제비국', '잔멸치볶음')",1372,12
409,"('도토리묵밥(반공기)', '김치수제비국', '감자채볶음')",1361,14
410,"('도토리묵밥(반공기)', '김치수제비국', '애호박볶음')",1371,14
411,"('도토리묵밥(반공기)', '김치수제비국', '골뱅이무침')",1366,16
412,"('도토리묵밥(반공기)', '김치수제비국', '홍합무침')",1378,16
413,"('도토리묵밥(반공기)', '김치수제비국', '코다리찜')",1375,19
414,"('도토리묵밥(반공기)', '김치수제비국', '콩나물찜')",1377,25
415,"('도토리묵밥(반공기)', '김치수제비국', '훈제닭가슴살')",1379,18
416,"('도토리묵밥(반공기)', '김치수제비국', '계란프라이')",1363,14
417,"('도토리묵밥(반공기)', '김치수제비국', '계란찜')",1362,25
418,"('도토리묵밥(반공기)', '김치수제비국', '계란햄말이')",1364,19
419,"('도토리묵밥(반공기)', '김치수제비국', '쇠고기장조림')",1370,18
420,"('도토리묵밥(반공기)', '우거지국', '콩나물무침')",1516,5
421,"('도토리묵밥(반공기)', '우거지국', '고사리나물')",1505,7
422,"('도토리묵밥(반공기)', '우거지국', '버섯볶음')",1509,11
423,"('도토리묵밥(반공기)', '우거지국', '진미채볶음')",1514,15
424,"('도토리묵밥(반공기)', '우거지국', '낚지볶음')",1508,20
425,"('도토리묵밥(반공기)', '우거지국', '김치참치볶음')",1507,7
426,"('도토리묵밥(반공기)', '우거지국', '갈치구이')",1500,21
427,"('도토리묵밥(반공기)', '우거지국', '조기구이')",1513,11
428,"('도토리묵밥(반공기)', '우거지국', '잔멸치볶음')",1512,8
429,"('도토리묵밥(반공기)', '우거지국', '감자채볶음')",1501,10
430,"('도토리묵밥(반공기)', '우거지국', '애호박볶음')",1511,11
431,"('도토리묵밥(반공기)', '우거지국', '골뱅이무침')",1506,12
432,"('도토리묵밥(반공기)', '우거지국', '홍합무침')",1518,12
433,"('도토리묵밥(반공기)', '우거지국', '코다리찜')",1515,15
434,"('도토리묵밥(반공기)', '우거지국', '콩나물찜')",1517,21
435,"('도토리묵밥(반공기)', '우거지국', '훈제닭가슴살')",1519,14
436,"('도토리묵밥(반공기)', '우거지국', '계란프라이')",1503,10
437,"('도토리묵밥(반공기)', '우거지국', '계란찜')",1502,22
438,"('도토리묵밥(반공기)', '우거지국', '계란햄말이')",1504,15
439,"('도토리묵밥(반공기)', '우거지국', '쇠고기장조림')",1510,15
440,"('곤드레밥(반공기)', '쇠고기국', '콩나물무침')",796,9
441,"('곤드레밥(반공기)', '쇠고기국', '고사리나물')",785,10
442,"('곤드레밥(반공기)', '쇠고기국', '버섯볶음')",789,15
443,"('곤드레밥(반공기)', '쇠고기국', '진미채볶음')",794,19
444,"('곤드레밥(반공기)', '쇠고기국', '낚지볶음')",788,24
445,"('곤드레밥(반공기)', '쇠고기국', '김치참치볶음')",787,10
446,"('곤드레밥(반공기)', '쇠고기국', '갈치구이')",780,24
447,"('곤드레밥(반공기)', '쇠고기국', '조기구이')",793,15
448,"('곤드레밥(반공기)', '쇠고기국', '잔멸치볶음')",792,12
449,"('곤드레밥(반공기)', '쇠고기국', '감자채볶음')",781,14
450,"('곤드레밥(반공기)', '쇠고기국', '애호박볶음')",791,14
451,"('곤드레밥(반공기)', '쇠고기국', '골뱅이무침')",786,16
452,"('곤드레밥(반공기)', '쇠고기국', '홍합무침')",798,16
453,"('곤드레밥(반공기)', '쇠고기국', '코다리찜')",795,19
454,"('곤드레밥(반공기)', '쇠고기국', '콩나물찜')",797,25
455,"('곤드레밥(반공기)', '쇠고기국', '훈제닭가슴살')",799,18
456,"('곤드레밥(반공기)', '쇠고기국', '계란프라이')",783,14
457,"('곤드레밥(반공기)', '쇠고기국', '계란찜')",782,25
458,"('곤드레밥(반공기)', '쇠고기국', '계란햄말이')",784,19
459,"('곤드레밥(반공기)', '쇠고기국', '쇠고기장조림')",790,18
460,"('곤드레밥(반공기)', '시래기국', '콩나물무침')",816,7
461,"('곤드레밥(반공기)', '시래기국', '고사리나물')",805,8
462,"('곤드레밥(반공기)', '시래기국', '버섯볶음')",809,13
463,"('곤드레밥(반공기)', '시래기국', '진미채볶음')",814,17
464,"('곤드레밥(반공기)', '시래기국', '낚지볶음')",808,21
465,"('곤드레밥(반공기)', '시래기국', '김치참치볶음')",807,8
466,"('곤드레밥(반공기)', '시래기국', '갈치구이')",800,22
467,"('곤드레밥(반공기)', '시래기국', '조기구이')",813,12
468,"('곤드레밥(반공기)', '시래기국', '잔멸치볶음')",812,10
469,"('곤드레밥(반공기)', '시래기국', '감자채볶음')",801,11
470,"('곤드레밥(반공기)', '시래기국', '애호박볶음')",811,12
471,"('곤드레밥(반공기)', '시래기국', '골뱅이무침')",806,14
472,"('곤드레밥(반공기)', '시래기국', '홍합무침')",818,13
473,"('곤드레밥(반공기)', '시래기국', '코다리찜')",815,17
474,"('곤드레밥(반공기)', '시래기국', '콩나물찜')",817,22
475,"('곤드레밥(반공기)', '시래기국', '훈제닭가슴살')",819,15
476,"('곤드레밥(반공기)', '시래기국', '계란프라이')",803,12
477,"('곤드레밥(반공기)', '시래기국', '계란찜')",802,23
478,"('곤드레밥(반공기)', '시래기국', '계란햄말이')",804,17
479,"('곤드레밥(반공기)', '시래기국', '쇠고기장조림')",810,16
480,"('곤드레밥(반공기)', '감자맑은국', '콩나물무침')",676,9
481,"('곤드레밥(반공기)', '감자맑은국', '고사리나물')",665,10
482,"('곤드레밥(반공기)', '감자맑은국', '버섯볶음')",669,15
483,"('곤드레밥(반공기)', '감자맑은국', '진미채볶음')",674,19
484,"('곤드레밥(반공기)', '감자맑은국', '낚지볶음')",668,24
485,"('곤드레밥(반공기)', '감자맑은국', '김치참치볶음')",667,10
486,"('곤드레밥(반공기)', '감자맑은국', '갈치구이')",660,24
487,"('곤드레밥(반공기)', '감자맑은국', '조기구이')",673,15
488,"('곤드레밥(반공기)', '감자맑은국', '잔멸치볶음')",672,12
489,"('곤드레밥(반공기)', '감자맑은국', '감자채볶음')",661,13
490,"('곤드레밥(반공기)', '감자맑은국', '애호박볶음')",671,14
491,"('곤드레밥(반공기)', '감자맑은국', '골뱅이무침')",666,16
492,"('곤드레밥(반공기)', '감자맑은국', '홍합무침')",678,16
493,"('곤드레밥(반공기)', '감자맑은국', '코다리찜')",675,19
494,"('곤드레밥(반공기)', '감자맑은국', '콩나물찜')",677,25
495,"('곤드레밥(반공기)', '감자맑은국', '훈제닭가슴살')",679,18
496,"('곤드레밥(반공기)', '감자맑은국', '계란프라이')",663,14
497,"('곤드레밥(반공기)', '감자맑은국', '계란찜')",662,25
498,"('곤드레밥(반공기)', '감자맑은국', '계란햄말이')",664,19
499,"('곤드레밥(반공기)', '감자맑은국', '쇠고기장조림')",670,18
500,"('곤드레밥(반공기)', '감자수제비국', '콩나물무침')",696,12
501,"('곤드레밥(반공기)', '감자수제비국', '고사리나물')",685,14
502,"('곤드레밥(반공기)', '감자수제비국', '버섯볶음')",689,18
503,"('곤드레밥(반공기)', '감자수제비국', '진미채볶음')",694,22
504,"('곤드레밥(반공기)', '감자수제비국', '낚지볶음')",688,27
505,"('곤드레밥(반공기)', '감자수제비국', '김치참치볶음')",687,14
506,"('곤드레밥(반공기)', '감자수제비국', '갈치구이')",680,28
507,"('곤드레밥(반공기)', '감자수제비국', '조기구이')",693,18
508,"('곤드레밥(반공기)', '감자수제비국', '잔멸치볶음')",692,15
509,"('곤드레밥(반공기)', '감자수제비국', '감자채볶음')",681,17
510,"('곤드레밥(반공기)', '감자수제비국', '애호박볶음')",691,18
511,"('곤드레밥(반공기)', '감자수제비국', '골뱅이무침')",686,19
512,"('곤드레밥(반공기)', '감자수제비국', '홍합무침')",698,19
513,"('곤드레밥(반공기)', '감자수제비국', '코다리찜')",695,22
514,"('곤드레밥(반공기)', '감자수제비국', '콩나물찜')",697,28
515,"('곤드레밥(반공기)', '감자수제비국', '훈제닭가슴살')",699,21
516,"('곤드레밥(반공기)', '감자수제비국', '계란프라이')",683,17
517,"('곤드레밥(반공기)', '감자수제비국', '계란찜')",682,28
518,"('곤드레밥(반공기)', '감자수제비국', '계란햄말이')",684,22
519,"('곤드레밥(반공기)', '감자수제비국', '쇠고기장조림')",690,22
520,"('곤드레밥(반공기)', '바지락국', '콩나물무침')",776,8
521,"('곤드레밥(반공기)', '바지락국', '고사리나물')",765,9
522,"('곤드레밥(반공기)', '바지락국', '버섯볶음')",769,14
523,"('곤드레밥(반공기)', '바지락국', '진미채볶음')",774,18
524,"('곤드레밥(반공기)', '바지락국', '낚지볶음')",768,23
525,"('곤드레밥(반공기)', '바지락국', '김치참치볶음')",767,9
526,"('곤드레밥(반공기)', '바지락국', '갈치구이')",760,23
527,"('곤드레밥(반공기)', '바지락국', '조기구이')",773,14
528,"('곤드레밥(반공기)', '바지락국', '잔멸치볶음')",772,11
529,"('곤드레밥(반공기)', '바지락국', '감자채볶음')",761,12
530,"('곤드레밥(반공기)', '바지락국', '애호박볶음')",771,13
531,"('곤드레밥(반공기)', '바지락국', '골뱅이무침')",766,15
532,"('곤드레밥(반공기)', '바지락국', '홍합무침')",778,15
533,"('곤드레밥(반공기)', '바지락국', '코다리찜')",775,18
534,"('곤드레밥(반공기)', '바지락국', '콩나물찜')",777,24
535,"('곤드레밥(반공기)', '바지락국', '훈제닭가슴살')",779,16
536,"('곤드레밥(반공기)', '바지락국', '계란프라이')",763,13
537,"('곤드레밥(반공기)', '바지락국', '계란찜')",762,24
538,"('곤드레밥(반공기)', '바지락국', '계란햄말이')",764,18
539,"('곤드레밥(반공기)', '바지락국', '쇠고기장조림')",770,17
540,"('곤드레밥(반공기)', '오징어국', '콩나물무침')",836,9
541,"('곤드레밥(반공기)', '오징어국', '고사리나물')",825,10
542,"('곤드레밥(반공기)', '오징어국', '버섯볶음')",829,15
543,"('곤드레밥(반공기)', '오징어국', '진미채볶음')",834,19
544,"('곤드레밥(반공기)', '오징어국', '낚지볶음')",828,24
545,"('곤드레밥(반공기)', '오징어국', '김치참치볶음')",827,10
546,"('곤드레밥(반공기)', '오징어국', '갈치구이')",820,24
547,"('곤드레밥(반공기)', '오징어국', '조기구이')",833,15
548,"('곤드레밥(반공기)', '오징어국', '잔멸치볶음')",832,12
549,"('곤드레밥(반공기)', '오징어국', '감자채볶음')",821,14
550,"('곤드레밥(반공기)', '오징어국', '애호박볶음')",831,14
551,"('곤드레밥(반공기)', '오징어국', '골뱅이무침')",826,16
552,"('곤드레밥(반공기)', '오징어국', '홍합무침')",838,16
553,"('곤드레밥(반공기)', '오징어국', '코다리찜')",835,19
554,"('곤드레밥(반공기)', '오징어국', '콩나물찜')",837,25
555,"('곤드레밥(반공기)', '오징어국', '훈제닭가슴살')",839,18
556,"('곤드레밥(반공기)', '오징어국', '계란프라이')",823,14
557,"('곤드레밥(반공기)', '오징어국', '계란찜')",822,25
558,"('곤드레밥(반공기)', '오징어국', '계란햄말이')",824,19
559,"('곤드레밥(반공기)', '오징어국', '쇠고기장조림')",830,18
560,"('곤드레밥(반공기)', '모시조개국', '콩나물무침')",756,5
561,"('곤드레밥(반공기)', '모시조개국', '고사리나물')",745,6
562,"('곤드레밥(반공기)', '모시조개국', '버섯볶음')",749,11
563,"('곤드레밥(반공기)', '모시조개국', '진미채볶음')",754,15
564,"('곤드레밥(반공기)', '모시조개국', '낚지볶음')",748,20
565,"('곤드레밥(반공기)', '모시조개국', '김치참치볶음')",747,6
566,"('곤드레밥(반공기)', '모시조개국', '갈치구이')",740,20
567,"('곤드레밥(반공기)', '모시조개국', '조기구이')",753,11
568,"('곤드레밥(반공기)', '모시조개국', '잔멸치볶음')",752,8
569,"('곤드레밥(반공기)', '모시조개국', '감자채볶음')",741,10
570,"('곤드레밥(반공기)', '모시조개국', '애호박볶음')",751,10
571,"('곤드레밥(반공기)', '모시조개국', '골뱅이무침')",746,12
572,"('곤드레밥(반공기)', '모시조개국', '홍합무침')",758,12
573,"('곤드레밥(반공기)', '모시조개국', '코다리찜')",755,15
574,"('곤드레밥(반공기)', '모시조개국', '콩나물찜')",757,21
575,"('곤드레밥(반공기)', '모시조개국', '훈제닭가슴살')",759,14
576,"('곤드레밥(반공기)', '모시조개국', '계란프라이')",743,10
577,"('곤드레밥(반공기)', '모시조개국', '계란찜')",742,21
578,"('곤드레밥(반공기)', '모시조개국', '계란햄말이')",744,15
579,"('곤드레밥(반공기)', '모시조개국', '쇠고기장조림')",750,14
580,"('곤드레밥(반공기)', '홍합우거지국', '콩나물무침')",876,6
581,"('곤드레밥(반공기)', '홍합우거지국', '고사리나물')",865,8
582,"('곤드레밥(반공기)', '홍합우거지국', '버섯볶음')",869,12
583,"('곤드레밥(반공기)', '홍합우거지국', '진미채볶음')",874,17
584,"('곤드레밥(반공기)', '홍합우거지국', '낚지볶음')",868,21
585,"('곤드레밥(반공기)', '홍합우거지국', '김치참치볶음')",867,8
586,"('곤드레밥(반공기)', '홍합우거지국', '갈치구이')",860,22
587,"('곤드레밥(반공기)', '홍합우거지국', '조기구이')",873,12
588,"('곤드레밥(반공기)', '홍합우거지국', '잔멸치볶음')",872,9
589,"('곤드레밥(반공기)', '홍합우거지국', '감자채볶음')",861,11
590,"('곤드레밥(반공기)', '홍합우거지국', '애호박볶음')",871,12
591,"('곤드레밥(반공기)', '홍합우거지국', '골뱅이무침')",866,14
592,"('곤드레밥(반공기)', '홍합우거지국', '홍합무침')",878,13
593,"('곤드레밥(반공기)', '홍합우거지국', '코다리찜')",875,16
594,"('곤드레밥(반공기)', '홍합우거지국', '콩나물찜')",877,22
595,"('곤드레밥(반공기)', '홍합우거지국', '훈제닭가슴살')",879,15
596,"('곤드레밥(반공기)', '홍합우거지국', '계란프라이')",863,12
597,"('곤드레밥(반공기)', '홍합우거지국', '계란찜')",862,23
598,"('곤드레밥(반공기)', '홍합우거지국', '계란햄말이')",864,16
599,"('곤드레밥(반공기)', '홍합우거지국', '쇠고기장조림')",870,16
600,"('곤드레밥(반공기)', '김치콩나물국', '콩나물무침')",736,5
601,"('곤드레밥(반공기)', '김치콩나물국', '고사리나물')",725,7
602,"('곤드레밥(반공기)', '김치콩나물국', '버섯볶음')",729,11
603,"('곤드레밥(반공기)', '김치콩나물국', '진미채볶음')",734,16
604,"('곤드레밥(반공기)', '김치콩나물국', '낚지볶음')",728,20
605,"('곤드레밥(반공기)', '김치콩나물국', '김치참치볶음')",727,7
606,"('곤드레밥(반공기)', '김치콩나물국', '갈치구이')",720,21
607,"('곤드레밥(반공기)', '김치콩나물국', '조기구이')",733,11
608,"('곤드레밥(반공기)', '김치콩나물국', '잔멸치볶음')",732,8
609,"('곤드레밥(반공기)', '김치콩나물국', '감자채볶음')",721,10
610,"('곤드레밥(반공기)', '김치콩나물국', '애호박볶음')",731,11
611,"('곤드레밥(반공기)', '김치콩나물국', '골뱅이무침')",726,13
612,"('곤드레밥(반공기)', '김치콩나물국', '홍합무침')",738,12
613,"('곤드레밥(반공기)', '김치콩나물국', '코다리찜')",735,15
614,"('곤드레밥(반공기)', '김치콩나물국', '콩나물찜')",737,21
615,"('곤드레밥(반공기)', '김치콩나물국', '훈제닭가슴살')",739,14
616,"('곤드레밥(반공기)', '김치콩나물국', '계란프라이')",723,11
617,"('곤드레밥(반공기)', '김치콩나물국', '계란찜')",722,22
618,"('곤드레밥(반공기)', '김치콩나물국', '계란햄말이')",724,15
619,"('곤드레밥(반공기)', '김치콩나물국', '쇠고기장조림')",730,15
620,"('곤드레밥(반공기)', '김치수제비국', '콩나물무침')",716,10
621,"('곤드레밥(반공기)', '김치수제비국', '고사리나물')",705,11
622,"('곤드레밥(반공기)', '김치수제비국', '버섯볶음')",709,16
623,"('곤드레밥(반공기)', '김치수제비국', '진미채볶음')",714,20
624,"('곤드레밥(반공기)', '김치수제비국', '낚지볶음')",708,25
625,"('곤드레밥(반공기)', '김치수제비국', '김치참치볶음')",707,11
626,"('곤드레밥(반공기)', '김치수제비국', '갈치구이')",700,25
627,"('곤드레밥(반공기)', '김치수제비국', '조기구이')",713,16
628,"('곤드레밥(반공기)', '김치수제비국', '잔멸치볶음')",712,13
629,"('곤드레밥(반공기)', '김치수제비국', '감자채볶음')",701,15
630,"('곤드레밥(반공기)', '김치수제비국', '애호박볶음')",711,15
631,"('곤드레밥(반공기)', '김치수제비국', '골뱅이무침')",706,17
632,"('곤드레밥(반공기)', '김치수제비국', '홍합무침')",718,17
633,"('곤드레밥(반공기)', '김치수제비국', '코다리찜')",715,20
634,"('곤드레밥(반공기)', '김치수제비국', '콩나물찜')",717,26
635,"('곤드레밥(반공기)', '김치수제비국', '훈제닭가슴살')",719,19
636,"('곤드레밥(반공기)', '김치수제비국', '계란프라이')",703,15
637,"('곤드레밥(반공기)', '김치수제비국', '계란찜')",702,26
638,"('곤드레밥(반공기)', '김치수제비국', '계란햄말이')",704,20
639,"('곤드레밥(반공기)', '김치수제비국', '쇠고기장조림')",710,19
640,"('곤드레밥(반공기)', '우거지국', '콩나물무침')",856,6
641,"('곤드레밥(반공기)', '우거지국', '고사리나물')",845,8
642,"('곤드레밥(반공기)', '우거지국', '버섯볶음')",849,12
643,"('곤드레밥(반공기)', '우거지국', '진미채볶음')",854,16
644,"('곤드레밥(반공기)', '우거지국', '낚지볶음')",848,21
645,"('곤드레밥(반공기)', '우거지국', '김치참치볶음')",847,8
646,"('곤드레밥(반공기)', '우거지국', '갈치구이')",840,22
647,"('곤드레밥(반공기)', '우거지국', '조기구이')",853,12
648,"('곤드레밥(반공기)', '우거지국', '잔멸치볶음')",852,9
649,"('곤드레밥(반공기)', '우거지국', '감자채볶음')",841,11
650,"('곤드레밥(반공기)', '우거지국', '애호박볶음')",851,12
651,"('곤드레밥(반공기)', '우거지국', '골뱅이무침')",846,13
652,"('곤드레밥(반공기)', '우거지국', '홍합무침')",858,13
653,"('곤드레밥(반공기)', '우거지국', '코다리찜')",855,16
654,"('곤드레밥(반공기)', '우거지국', '콩나물찜')",857,22
655,"('곤드레밥(반공기)', '우거지국', '훈제닭가슴살')",859,15
656,"('곤드레밥(반공기)', '우거지국', '계란프라이')",843,11
657,"('곤드레밥(반공기)', '우거지국', '계란찜')",842,23
658,"('곤드레밥(반공기)', '우거지국', '계란햄말이')",844,16
659,"('곤드레밥(반공기)', '우거지국', '쇠고기장조림')",850,16
660,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '콩나물무침')",1016,1
661,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '고사리나물')",1005,2
662,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '버섯볶음')",1009,5
663,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '진미채볶음')",1014,9
664,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '낚지볶음')",1008,14
665,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '김치참치볶음')",1007,2
666,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '갈치구이')",1000,15
667,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '조기구이')",1013,5
668,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '잔멸치볶음')",1012,2
669,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '감자채볶음')",1001,4
670,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '애호박볶음')",1011,4
671,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '골뱅이무침')",1006,6
672,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '홍합무침')",1018,6
673,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '코다리찜')",1015,9
674,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '콩나물찜')",1017,15
675,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '훈제닭가슴살')",1019,8
676,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란프라이')",1003,4
677,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란찜')",1002,15
678,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란햄말이')",1004,9
679,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '쇠고기장조림')",1010,9
680,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '콩나물무침')",1036,1
681,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '고사리나물')",1025,1
682,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '버섯볶음')",1029,3
683,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '진미채볶음')",1034,7
684,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '낚지볶음')",1028,12
685,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '김치참치볶음')",1027,1
686,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '갈치구이')",1020,12
687,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '조기구이')",1033,2
688,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '잔멸치볶음')",1032,2
689,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '감자채볶음')",1021,2
690,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '애호박볶음')",1031,2
691,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '골뱅이무침')",1026,4
692,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '홍합무침')",1038,3
693,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '코다리찜')",1035,7
694,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '콩나물찜')",1037,13
695,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '훈제닭가슴살')",1039,5
696,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란프라이')",1023,2
697,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란찜')",1022,13
698,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란햄말이')",1024,7
699,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '쇠고기장조림')",1030,6
700,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '콩나물무침')",896,1
701,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '고사리나물')",885,2
702,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '버섯볶음')",889,5
703,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '진미채볶음')",894,9
704,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '낚지볶음')",888,14
705,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '김치참치볶음')",887,2
706,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '갈치구이')",880,14
707,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '조기구이')",893,5
708,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '잔멸치볶음')",892,2
709,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '감자채볶음')",881,4
710,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '애호박볶음')",891,4
711,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '골뱅이무침')",886,6
712,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '홍합무침')",898,6
713,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '코다리찜')",895,9
714,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '콩나물찜')",897,15
715,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '훈제닭가슴살')",899,8
716,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란프라이')",883,4
717,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란찜')",882,15
718,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란햄말이')",884,9
719,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '쇠고기장조림')",890,8
720,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '콩나물무침')",916,2
721,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '고사리나물')",905,4
722,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '버섯볶음')",909,8
723,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '진미채볶음')",914,13
724,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '낚지볶음')",908,17
725,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '김치참치볶음')",907,4
726,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '갈치구이')",900,18
727,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '조기구이')",913,8
728,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '잔멸치볶음')",912,5
729,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '감자채볶음')",901,7
730,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '애호박볶음')",911,8
731,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '골뱅이무침')",906,10
732,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '홍합무침')",918,9
733,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '코다리찜')",915,12
